name:ID,type,concepts,synsets,numeric_id,:LABEL
중재,entity,[],[],575,Node
우호적 해결,entity,[],[],576,Node
우호적 해결을 우선한다.,event,[],[],577,Node
중재를 진행한다.,event,[],[],578,Node
수정,entity,[],[],579,Node
서면합의,entity,[],[],580,Node
서면합의가 이루어진다.,event,[],[],581,Node
수정한다.,event,[],[],582,Node
수정은 서면합의로 이루어진다.,event,[],[],583,Node
일부,entity,[],[],584,Node
나머지,entity,[],[],585,Node
계약의 일부 조항이 무효가 된다.,event,[],[],586,Node
나머지 조항은 유효하다.,event,[],[],587,Node
일부 규정이 무효가 되더라도 나머지 규정은 유효하다.,event,[],[],588,Node
일부 규정,entity,[],[],589,Node
나머지 규정,entity,[],[],590,Node
불행사,entity,[],[],591,Node
권리를 행사하지 않았다.,event,[],[],592,Node
권리를 포기한 것은 아니다.,event,[],[],593,Node
권리를 포기한 것으로 간주하지 않는다.,event,[],[],594,Node
불행사가 포기가 아니다.,event,[],[],595,Node
제99조,entity,[],[],596,Node
완전한 합의,entity,[],[],597,Node
완전한 합의를 구성한다.,event,[],[],598,Node
각 당사자가 제99조에 동의한다.,event,[],[],599,Node
완전합의,entity,[],[],600,Node
한국어본,entity,[],[],601,Node
언어,entity,[],[],602,Node
한국어본이 우선한다.,event,[],[],603,Node
문서의 언어가 한국어와 다른 언어로 존재한다.,event,[],[],604,Node
한국어본이 다른 언어본보다 우선한다.,event,[],[],605,Node
다른 언어본,entity,[],[],606,Node
부록,entity,[],[],607,Node
부록도 계약 일부이다.,event,[],[],608,Node
계약이 성립된다.,event,[],[],609,Node
부록이 계약의 일부가 된다.,event,[],[],610,Node
제102조,entity,[],[],611,Node
각 1부씩 보관,entity,[],[],612,Node
각 1부씩 보관한다.,event,[],[],613,Node
보관이 이루어진다.,event,[],[],614,Node
대리인,entity,[],[],615,Node
대리,entity,[],[],616,Node
대리인이 선임된다.,event,[],[],617,Node
대리 행위가 가능해진다.,event,[],[],618,Node
대리인을 선임할 수 있다.,event,[],[],619,Node
선임하는 자,entity,[],[],620,Node
제104조가 규정된다.,event,[],[],621,Node
성실히 이행한다.,event,[],[],622,Node
불가항력이 발생한다.,event,[],[],623,Node
불가항력,entity,[],[],624,Node
불가항력으로 인해 면책된다.,event,[],[],625,Node
제106조,entity,[],[],626,Node
공정하게,entity,[],[],627,Node
제106조가 존재한다.,event,[],[],628,Node
공정하게 해석한다.,event,[],[],629,Node
제106조를 해석한다.,event,[],[],630,Node
기한이 정해진다.,event,[],[],631,Node
기한을 엄수한다.,event,[],[],632,Node
기한,entity,[],[],633,Node
공동비용,entity,[],[],634,Node
없음,entity,[],[],635,Node
공동비용이 발생한다.,event,[],[],636,Node
공동비용을 균분한다.,event,[],[],637,Node
공동자,entity,[],[],638,Node
제109조,entity,[],[],639,Node
합리적 추가보장 제공,entity,[],[],640,Node
합리적 추가보장을 제공한다.,event,[],[],641,Node
추가보장이 제공된다.,event,[],[],642,Node
추가보장,entity,[],[],643,Node
대표이사,entity,[],[],644,Node
서명,entity,[],[],645,Node
서명란에 대표이사가 서명한다.,event,[],[],646,Node
서명이 완료된다.,event,[],[],647,Node
2025년 1월 1일이 된다.,event,[],[],648,Node
서명이 이루어진다.,event,[],[],649,Node
주식회사 뉴파이낸스의 대표이사가 2025년 1월 1일에 서명한다.,event,[],[],650,Node
주식회사 크사이인베스트의 대표이사가 2025년 1월 1일에 서명한다.,event,[],[],651,Node
