:START_ID,:END_ID,relation,concepts,synsets,:TYPE
하자담보책임의 청구는 본 계약에 정한 절차에 따라야 한다.,하자담보책임의 청구,is participated by,[],[],Relation
하자담보책임의 청구는 본 계약에 정한 절차에 따라야 한다.,본 계약,is participated by,[],[],Relation
하자담보책임의 청구는 본 계약에 정한 절차에 따라야 한다.,절차,is participated by,[],[],Relation
매수인,외부 전문가,실사를 수행할 수 있다,[],[],Relation
매수인,실사,외부 전문가를 선임할 수 있다,[],[],Relation
매수인은 필요시 외부 전문가를 선임한다.,매수인은 실사를 수행할 수 있다.,이후,[],[],Relation
매수인은 필요시 외부 전문가를 선임한다.,매수인은 실사를 수행할 수 있다.,때문에,[],[],Relation
매수인은 실사를 수행할 수 있다.,매수인,is participated by,[],[],Relation
매수인은 외부 전문가를 선임할 수 있다.,매수인,is participated by,[],[],Relation
매수인은 외부 전문가를 선임할 수 있다.,외부 전문가,is participated by,[],[],Relation
각 당사자,자신의 비용,부담한다,[],[],Relation
자신의 비용,본 거래와 관련,발생한다,[],[],Relation
각 당사자가 본 거래와 관련하여 비용을 부담한다,각 당사자는 자신의 비용을 부담한다,결과로,[],[],Relation
각 당사자는 본 거래와 관련하여 발생한 자신의 비용을 부담한다.,각 당사자,is participated by,[],[],Relation
각 당사자는 본 거래와 관련하여 발생한 자신의 비용을 부담한다.,본 거래,is participated by,[],[],Relation
제3장 진술 및 보증이 명시되어 있다.,계약 당사자는 해당 장의 내용을 확인한다.,이후,[],[],Relation
계약 당사자는 해당 장의 내용을 확인한다.,계약의 진술 및 보증에 동의하게 된다.,결과로,[],[],Relation
매도인,다음 사항이 진실하고 정확함,진술하고 보증한다,[],[],Relation
매도인,본 계약 체결일 및 거래종결일 현재,진술하고 보증한다,[],[],Relation
본 계약이 체결된다,매도인은 다음 사항이 진실하고 정확함을 진술하고 보증한다,이후,[],[],Relation
거래종결일이 도래한다,매도인은 다음 사항이 진실하고 정확함을 진술하고 보증한다,이후,[],[],Relation
매도인은 본 계약 체결일 및 거래종결일 현재 다음 사항이 진실하고 정확함을 진술하고 보증한다.,매도인,is participated by,[],[],Relation
매도인은 본 계약 체결일 및 거래종결일 현재 다음 사항이 진실하고 정확함을 진술하고 보증한다.,본 계약,is participated by,[],[],Relation
매도인은 본 계약 체결일 및 거래종결일 현재 다음 사항이 진실하고 정확함을 진술하고 보증한다.,계약 체결일,is participated by,[],[],Relation
매도인은 본 계약 체결일 및 거래종결일 현재 다음 사항이 진실하고 정확함을 진술하고 보증한다.,거래종결일,is participated by,[],[],Relation
매도인은 본 계약 체결일 및 거래종결일 현재 다음 사항이 진실하고 정확함을 진술하고 보증한다.,다음 사항,is participated by,[],[],Relation
매도인,매매주식,소유하다,[],[],Relation
매도인,처분권한,가진다,[],[],Relation
매도인은 매매주식의 적법하고 완전한 소유자이다.,매도인은 매매주식의 처분권한을 가진다.,동시에,[],[],Relation
매도인은 매매주식의 적법하고 완전한 소유자이다.,매도인은 매매주식의 처분권한을 가진다.,때문에,[],[],Relation
매도인은 매매주식의 적법하고 완전한 소유자이다.,매도인,is participated by,[],[],Relation
매도인은 매매주식의 적법하고 완전한 소유자이다.,매매주식,is participated by,[],[],Relation
매도인은 매매주식에 대한 처분권한을 가진다.,매도인,is participated by,[],[],Relation
매도인은 매매주식에 대한 처분권한을 가진다.,매매주식,is participated by,[],[],Relation
대상회사,재무제표,제공하다,[],[],Relation
재무제표,한국채택국제회계기준,작성되다,[],[],Relation
재무제표,중요한 측면,정확하다,[],[],Relation
제공된 대상회사의 재무제표는 한국채택국제회계기준에 따라 작성되었다.,제공된 대상회사의 재무제표는 중요한 측면에서 정확하다.,이후,[],[],Relation
제공된 대상회사의 재무제표는 한국채택국제회계기준에 따라 작성되었다.,제공된 대상회사의 재무제표는 중요한 측면에서 정확하다.,때문에,[],[],Relation
대상회사의 재무제표가 한국채택국제회계기준에 따라 작성되었다.,대상회사,is participated by,[],[],Relation
대상회사의 재무제표가 한국채택국제회계기준에 따라 작성되었다.,재무제표,is participated by,[],[],Relation
대상회사의 재무제표가 한국채택국제회계기준에 따라 작성되었다.,한국채택국제회계기준,is participated by,[],[],Relation
대상회사의 재무제표가 중요한 측면에서 정확하다.,대상회사,is participated by,[],[],Relation
대상회사의 재무제표가 중요한 측면에서 정확하다.,재무제표,is participated by,[],[],Relation
재무제표,부채,기재하다,[],[],Relation
대상회사,중요한 부채,가지다,[],[],Relation
대상회사,우발채무,가지다,[],[],Relation
재무제표에 기재된 것 외에 대상회사의 중요한 부채나 우발채무는 없다.,대상회사의 중요한 부채나 우발채무가 발견되지 않는다.,결과로,[],[],Relation
대상회사의 중요한 부채나 우발채무가 재무제표에 기재된 것 외에는 존재하지 않는다.,대상회사,is participated by,[],[],Relation
대상회사의 중요한 부채나 우발채무가 재무제표에 기재된 것 외에는 존재하지 않는다.,재무제표,is participated by,[],[],Relation
대상회사의 중요한 부채나 우발채무가 재무제표에 기재된 것 외에는 존재하지 않는다.,중요한 부채,is participated by,[],[],Relation
대상회사의 중요한 부채나 우발채무가 재무제표에 기재된 것 외에는 존재하지 않는다.,우발채무,is participated by,[],[],Relation
중요한 소송,대상회사,존재하지 않는다,[],[],Relation
중재,대상회사,존재하지 않는다,[],[],Relation
행정절차,대상회사,존재하지 않는다,[],[],Relation
"대상회사를 상대로 하거나 대상회사가 당사자인 중요한 소송, 중재, 행정절차가 없다.",현재 대상회사를 둘러싼 법적 분쟁이 존재하지 않는다.,결과로,[],[],Relation
대상회사를 상대로 중요한 소송이 없다.,대상회사,is participated by,[],[],Relation
대상회사가 당사자인 중요한 소송이 없다.,대상회사,is participated by,[],[],Relation
대상회사와 관련된 중요한 중재가 없다.,대상회사,is participated by,[],[],Relation
대상회사와 관련된 중요한 행정절차가 없다.,대상회사,is participated by,[],[],Relation
대상회사,모든 중요한 계약,위반한 사실이 없다,[],[],Relation
계약 상대방,대상회사,위반 통지를 한 사실이 없다,[],[],Relation
대상회사는 모든 중요한 계약을 위반한 사실이 없다.,계약 상대방으로부터 위반 통지를 받은 바 없다.,동시에,[],[],Relation
대상회사는 모든 중요한 계약을 위반한 사실이 없다.,대상회사,is participated by,[],[],Relation
대상회사는 모든 중요한 계약을 위반한 사실이 없다.,중요한 계약,is participated by,[],[],Relation
대상회사는 계약 상대방으로부터 위반 통지를 받은 바 없다.,대상회사,is participated by,[],[],Relation
대상회사는 계약 상대방으로부터 위반 통지를 받은 바 없다.,계약 상대방,is participated by,[],[],Relation
대상회사는 계약 상대방으로부터 위반 통지를 받은 바 없다.,위반 통지,is participated by,[],[],Relation
대상회사,사업과 관련된 모든 법령,준수하고 있다,[],[],Relation
대상회사,사업과 관련된 모든 규정,준수하고 있다,[],[],Relation
"대상회사는 사업과 관련된 모든 법령, 규정을 중요한 측면에서 준수하고 있다.",대상회사는 법규 위반에 따른 제재를 받지 않는다.,결과로,[],[],Relation
"대상회사는 사업과 관련된 모든 법령, 규정을 준수하고 있다.",대상회사,is participated by,[],[],Relation
"대상회사는 사업과 관련된 모든 법령, 규정을 준수하고 있다.",법령,is participated by,[],[],Relation
"대상회사는 사업과 관련된 모든 법령, 규정을 준수하고 있다.",규정,is participated by,[],[],Relation
대상회사,모든 세금,신고했다,[],[],Relation
대상회사,모든 세금,납부했다,[],[],Relation
대상회사,진행 중인 세무조사,가지고 있지 않다,[],[],Relation
대상회사,진행 중인 세무분쟁,가지고 있지 않다,[],[],Relation
대상회사는 모든 세금을 적시에 신고·납부했다.,진행 중인 세무조사나 분쟁이 없다.,결과로,[],[],Relation
대상회사가 모든 세금을 적시에 신고·납부했다.,대상회사,is participated by,[],[],Relation
대상회사가 모든 세금을 적시에 신고·납부했다.,세금,is participated by,[],[],Relation
대상회사에 진행 중인 세무조사가 없다.,대상회사,is participated by,[],[],Relation
대상회사에 진행 중인 세무조사가 없다.,세무조사,is participated by,[],[],Relation
대상회사에 진행 중인 분쟁이 없다.,대상회사,is participated by,[],[],Relation
대상회사에 진행 중인 분쟁이 없다.,분쟁,is participated by,[],[],Relation
대상회사,노동 관련 법규,준수한다,[],[],Relation
대상회사,노동조합과의 단체협약,위반한 바 없다,[],[],Relation
대상회사는 노동 관련 법규를 준수한다.,대상회사는 노동조합과의 단체협약을 위반한 바 없다.,동시에,[],[],Relation
대상회사는 노동 관련 법규를 준수한다.,대상회사는 노동조합과의 단체협약을 위반한 바 없다.,때문에,[],[],Relation
대상회사가 노동 관련 법규를 준수한다.,대상회사,is participated by,[],[],Relation
대상회사가 노동 관련 법규를 준수한다.,노동 관련 법규,is participated by,[],[],Relation
대상회사가 노동조합과의 단체협약을 위반한 적이 없다.,대상회사,is participated by,[],[],Relation
대상회사가 노동조합과의 단체협약을 위반한 적이 없다.,노동조합,is participated by,[],[],Relation
대상회사가 노동조합과의 단체협약을 위반한 적이 없다.,단체협약,is participated by,[],[],Relation
대상회사의 모든 중요 자산,양호한 상태,유지되고 있다,[],[],Relation
대상회사의 모든 중요 자산,정상적으로,운영되고 있다,[],[],Relation
대상회사의 모든 중요 자산은 양호한 상태로 유지되고 있다.,자산이 정상적으로 운영되고 있다.,결과로,[],[],Relation
대상회사의 모든 중요 자산이 양호한 상태로 유지되고 있다.,대상회사,is participated by,[],[],Relation
대상회사의 모든 중요 자산이 양호한 상태로 유지되고 있다.,중요 자산,is participated by,[],[],Relation
대상회사의 모든 중요 자산이 정상적으로 운영되고 있다.,대상회사,is participated by,[],[],Relation
대상회사의 모든 중요 자산이 정상적으로 운영되고 있다.,중요 자산,is participated by,[],[],Relation
실사 과정,중요 계약,공개하다,[],[],Relation
중요 계약,계약,연간 1억원 이상이다,[],[],Relation
연간 1억원 이상의 중요 계약,실사 과정에서 공개되지 않은 계약,존재하지 않는다,[],[],Relation
실사 과정에서 계약 관련 정보가 공개되었다.,공개된 것 외에 연간 1억원 이상의 중요 계약이 없다고 확인되었다.,이후,[],[],Relation
실사 과정에서 일부 계약이 공개되었다.,실사 과정,is participated by,[],[],Relation
실사 과정에서 일부 계약이 공개되었다.,계약,is participated by,[],[],Relation
연간 1억원 이상의 중요 계약은 존재하지 않는다.,연간 1억원 이상의 중요 계약,is participated by,[],[],Relation
매수인,본 계약을 체결하고 이행할 완전한 권한과 능력,보유한다,[],[],Relation
매수인은 본 계약을 체결할 완전한 권한과 능력을 보유한다.,매수인은 본 계약을 체결한다.,이전에,[],[],Relation
매수인은 본 계약을 체결한다.,매수인은 본 계약을 이행한다.,이전에,[],[],Relation
매수인은 본 계약을 체결할 완전한 권한과 능력을 보유한다.,매수인,is participated by,[],[],Relation
매수인은 본 계약을 체결할 완전한 권한과 능력을 보유한다.,본 계약,is participated by,[],[],Relation
매수인은 본 계약을 이행할 완전한 권한과 능력을 보유한다.,매수인,is participated by,[],[],Relation
매수인은 본 계약을 이행할 완전한 권한과 능력을 보유한다.,본 계약,is participated by,[],[],Relation
매수인,매매대금 지급에 필요한 충분한 자금 확보,확인한다,[],[],Relation
매수인은 매매대금 지급에 필요한 충분한 자금을 확보했음을 확인한다.,매수인은 매매대금을 지급한다.,이전에,[],[],Relation
매수인은 매매대금 지급에 필요한 충분한 자금을 확보했음을 확인한다.,매수인,is participated by,[],[],Relation
매수인은 매매대금 지급에 필요한 충분한 자금을 확보했음을 확인한다.,매매대금,is participated by,[],[],Relation
매도인의 진술보증,매수인이 실사 과정에서 실제로 인지한 사항,적용되지 않는다,[],[],Relation
매수인이 실사 과정에서 실제로 어떤 사항을 인지한다.,매도인의 진술보증은 그 사항에 적용되지 않는다.,이후,[],[],Relation
매수인이 실사 과정에서 실제로 어떤 사항을 인지한다.,매도인의 진술보증은 그 사항에 적용되지 않는다.,때문에,[],[],Relation
매도인의 진술보증은 매수인이 실사 과정에서 실제로 인지한 사항에는 적용되지 않는다.,매도인,is participated by,[],[],Relation
매도인의 진술보증은 매수인이 실사 과정에서 실제로 인지한 사항에는 적용되지 않는다.,매수인,is participated by,[],[],Relation
데이터룸,모든 정보,통해 공개하다,[],[],Relation
모든 정보,중요한 측면,정확하다,[],[],Relation
모든 정보,중요한 측면,완전하다,[],[],Relation
데이터룸을 통해 정보가 공개된다.,모든 정보는 중요한 측면에서 정확하고 완전하다.,이후,[],[],Relation
데이터룸을 통해 정보가 공개된다.,모든 정보는 중요한 측면에서 정확하고 완전하다.,때문에,[],[],Relation
데이터룸을 통해 모든 정보가 공개된다.,데이터룸,is participated by,[],[],Relation
데이터룸을 통해 모든 정보가 공개된다.,모든 정보,is participated by,[],[],Relation
공개된 모든 정보는 중요한 측면에서 정확하다.,공개된 모든 정보,is participated by,[],[],Relation
공개된 모든 정보는 중요한 측면에서 완전하다.,공개된 모든 정보,is participated by,[],[],Relation
각 당사자,상대방,통지한다,[],[],Relation
진술보증 사항,중요한 변경,변경이 발생하다,[],[],Relation
진술보증 사항에 중요한 변경이 발생한다.,각 당사자는 즉시 상대방에게 통지한다.,이후,[],[],Relation
진술보증 사항에 중요한 변경이 발생한다.,각 당사자는 즉시 상대방에게 통지한다.,때문에,[],[],Relation
각 당사자는 진술보증 사항에 중요한 변경이 발생할 경우 즉시 상대방에게 통지한다.,각 당사자,is participated by,[],[],Relation
각 당사자는 진술보증 사항에 중요한 변경이 발생할 경우 즉시 상대방에게 통지한다.,상대방,is participated by,[],[],Relation
매수인,매도인,서면으로 통지해야 한다,[],[],Relation
통지,하자의 구체적 내용,포함해야 한다,[],[],Relation
통지,예상 손해액,포함해야 한다,[],[],Relation
통지 기한을 도과한 청구,청구,효력이 없다,[],[],Relation
매수인이 하자를 발견한다.,매수인은 14일 이내에 매도인에게 서면으로 통지해야 한다.,이후,[],[],Relation
매수인은 매도인에게 하자를 서면으로 통지한다.,통지에는 하자의 구체적 내용과 예상 손해액이 포함된다.,동시에,[],[],Relation
통지 기한을 넘겨 청구한다.,청구는 효력이 없다.,결과로,[],[],Relation
매수인은 하자를 발견한 날로부터 14일 이내에 매도인에게 서면으로 통지해야 한다.,매수인,is participated by,[],[],Relation
매수인은 하자를 발견한 날로부터 14일 이내에 매도인에게 서면으로 통지해야 한다.,매도인,is participated by,[],[],Relation
통지에는 하자의 구체적 내용과 예상 손해액이 포함되어야 한다.,통지,is participated by,[],[],Relation
통지에는 하자의 구체적 내용과 예상 손해액이 포함되어야 한다.,하자의 구체적 내용,is participated by,[],[],Relation
통지에는 하자의 구체적 내용과 예상 손해액이 포함되어야 한다.,예상 손해액,is participated by,[],[],Relation
통지 기한을 도과한 청구는 효력이 없다.,통지 기한,is participated by,[],[],Relation
통지 기한을 도과한 청구는 효력이 없다.,청구,is participated by,[],[],Relation
매도인,제공한 모든 정보의 정확성을 위해 최선을 다함,확인한다,[],[],Relation
매도인은 제공한 모든 정보의 정확성을 위해 최선을 다했다.,매도인은 제공한 모든 정보의 정확성을 확인한다.,결과로,[],[],Relation
매도인은 제공한 모든 정보의 정확성을 위해 최선을 다했음을 확인한다.,매도인,is participated by,[],[],Relation
매도인은 제공한 모든 정보의 정확성을 위해 최선을 다했음을 확인한다.,제공한 모든 정보,is participated by,[],[],Relation
재무 정보,일관된 회계 기준,작성되었다,[],[],Relation
모든 재무 정보는 일관된 회계 기준에 따라 작성되었다.,회계 기준이 일관되게 적용되었다.,결과로,[],[],Relation
회계 기준이 일관되게 적용되었다.,모든 재무 정보가 일관된 회계 기준에 따라 작성되었다.,때문에,[],[],Relation
모든 재무 정보는 일관된 회계 기준에 따라 작성되었다.,재무 정보,is participated by,[],[],Relation
모든 재무 정보는 일관된 회계 기준에 따라 작성되었다.,회계 기준,is participated by,[],[],Relation
사업계획 및 예측,합리적인 가정에 기초하여 성실하게 작성된 상태,제공되었다,[],[],Relation
합리적인 가정에 기초한다.,사업계획 및 예측을 성실하게 작성한다.,이전에,[],[],Relation
합리적인 가정에 기초한다.,제공된 사업계획 및 예측이 성실하게 작성된다.,때문에,[],[],Relation
사업계획 및 예측이 합리적인 가정에 기초하여 성실하게 작성되었다.,사업계획,is participated by,[],[],Relation
사업계획 및 예측이 합리적인 가정에 기초하여 성실하게 작성되었다.,예측,is participated by,[],[],Relation
제3장 거래과정이 완료된다.,제4장 거래종결이 진행된다.,이후,[],[],Relation
제4장 거래종결이 시작된다.,제4장,is participated by,[],[],Relation
제4장 거래종결이 시작된다.,거래종결,is participated by,[],[],Relation
거래종결,본 계약 체결일로부터 30일 이내,이루어진다,[],[],Relation
거래종결,당사자들이 합의한 날,이루어진다,[],[],Relation
본 계약이 체결된다.,거래종결이 이루어진다.,이후,[],[],Relation
거래종결은 본 계약 체결일로부터 30일 이내에 이루어진다.,거래종결,is participated by,[],[],Relation
거래종결은 본 계약 체결일로부터 30일 이내에 이루어진다.,본 계약,is participated by,[],[],Relation
거래종결은 당사자들이 합의한 날에 이루어진다.,거래종결,is participated by,[],[],Relation
거래종결은 당사자들이 합의한 날에 이루어진다.,당사자들,is participated by,[],[],Relation
매수인,조건 충족 시,거래종결 의무가 발생한다,[],[],Relation
매도인,중요한 측면,진술보증이 정확하다,[],[],Relation
중요한 부정적 변동,조건,존재하지 않는다,[],[],Relation
정부 승인,필요한 경우,취득되어야 한다,[],[],Relation
매도인의 진술보증이 중요한 측면에서 정확하다,매수인의 거래종결 의무가 발생한다,이전에,[],[],Relation
중요한 부정적 변동이 없다,매수인의 거래종결 의무가 발생한다,이전에,[],[],Relation
필요한 정부 승인을 취득한다,매수인의 거래종결 의무가 발생한다,이전에,[],[],Relation
매도인의 진술보증이 중요한 측면에서 정확해야 한다.,매도인,is participated by,[],[],Relation
필요한 정부 승인을 취득해야 한다.,정부,is participated by,[],[],Relation
위 조건들이 충족되어야 매수인의 거래종결 의무가 발생한다.,매수인,is participated by,[],[],Relation
매수인의 진술보증,매도인의 거래종결 의무 발생,정확해야,[],[],Relation
매매대금,매도인의 거래종결 의무 발생,준비되어야,[],[],Relation
매수인의 진술보증이 정확하다,매매대금이 준비된다,동시에,[],[],Relation
매수인의 진술보증이 정확하다,매도인의 거래종결 의무가 발생한다,이전,[],[],Relation
매매대금이 준비된다,매도인의 거래종결 의무가 발생한다,이전,[],[],Relation
매수인의 진술보증이 정확하다.,매수인,is participated by,[],[],Relation
매매대금이 준비된다.,매도인,is participated by,[],[],Relation
매매대금이 준비된다.,매수인,is participated by,[],[],Relation
매매대금이 준비된다.,매매대금,is participated by,[],[],Relation
거래종결,매도인의 사무실,이루어진다,[],[],Relation
매도인의 사무실,서울특별시 강남구,소재한다,[],[],Relation
거래종결이 이루어진다,서울특별시 강남구 소재 매도인의 사무실에 있다,동시에,[],[],Relation
거래종결이 서울특별시 강남구 소재 매도인의 사무실에서 이루어진다.,거래종결,is participated by,[],[],Relation
거래종결이 서울특별시 강남구 소재 매도인의 사무실에서 이루어진다.,서울특별시 강남구,is participated by,[],[],Relation
거래종결이 서울특별시 강남구 소재 매도인의 사무실에서 이루어진다.,매도인의 사무실,is participated by,[],[],Relation
거래종결이 서울특별시 강남구 소재 매도인의 사무실에서 이루어진다.,매도인,is participated by,[],[],Relation
매도인,주권,인도한다,[],[],Relation
매도인,주주명부,인도한다,[],[],Relation
매도인,이사회 결의서,인도한다,[],[],Relation
매도인,필요 서류,인도한다,[],[],Relation
거래종결 시,매도인 인도,에,[],[],Relation
거래종결이 이루어진다.,"매도인은 주권, 주주명부, 이사회 결의서 등 필요 서류를 인도한다.",이후,[],[],Relation
"매도인은 거래종결 시 주권, 주주명부, 이사회 결의서 등 필요 서류를 인도한다.",매도인,is participated by,[],[],Relation
"매도인은 거래종결 시 주권, 주주명부, 이사회 결의서 등 필요 서류를 인도한다.",주권,is participated by,[],[],Relation
"매도인은 거래종결 시 주권, 주주명부, 이사회 결의서 등 필요 서류를 인도한다.",주주명부,is participated by,[],[],Relation
"매도인은 거래종결 시 주권, 주주명부, 이사회 결의서 등 필요 서류를 인도한다.",이사회 결의서,is participated by,[],[],Relation
"매도인은 거래종결 시 주권, 주주명부, 이사회 결의서 등 필요 서류를 인도한다.",필요 서류,is participated by,[],[],Relation
매수인,자,지명한다,[],[],Relation
자,대상회사 이사,선임된다,[],[],Relation
거래종결이 일어난다.,매수인이 지명한 자를 대상회사의 이사로 선임한다.,동시에,[],[],Relation
거래종결과 동시에 매수인이 지명한 자를 대상회사의 이사로 선임한다.,매수인,is participated by,[],[],Relation
거래종결과 동시에 매수인이 지명한 자를 대상회사의 이사로 선임한다.,매수인이 지명한 자,is participated by,[],[],Relation
거래종결과 동시에 매수인이 지명한 자를 대상회사의 이사로 선임한다.,대상회사,is participated by,[],[],Relation
양 당사자,종결 확인서,작성한다,[],[],Relation
양 당사자,종결 확인서,서명한다,[],[],Relation
종결 확인서,거래종결 시,작성된다,[],[],Relation
거래종결이 이루어진다.,양 당사자는 종결 확인서를 작성하여 서명한다.,이후,[],[],Relation
양 당사자는 종결 확인서를 작성한다.,양 당사자,is participated by,[],[],Relation
양 당사자는 종결 확인서를 작성한다.,종결 확인서,is participated by,[],[],Relation
양 당사자는 종결 확인서에 서명한다.,양 당사자,is participated by,[],[],Relation
양 당사자는 종결 확인서에 서명한다.,종결 확인서,is participated by,[],[],Relation
대상회사,매수인,주주명부에 기재한다,[],[],Relation
거래가 종결된다.,대상회사는 주주명부에 매수인을 기재한다.,이후,[],[],Relation
거래가 종결된다.,대상회사는 주주명부에 매수인을 기재한다.,때문에,[],[],Relation
거래종결 즉시 대상회사는 주주명부에 매수인을 기재한다.,대상회사,is participated by,[],[],Relation
거래종결 즉시 대상회사는 주주명부에 매수인을 기재한다.,주주명부,is participated by,[],[],Relation
거래종결 즉시 대상회사는 주주명부에 매수인을 기재한다.,매수인,is participated by,[],[],Relation
경영권,매수인,이전된다,[],[],Relation
통제권,매수인,이전된다,[],[],Relation
경영권,대상회사,대상이다,[],[],Relation
통제권,대상회사,대상이다,[],[],Relation
경영권과 통제권,거래종결,이전 시점이다,[],[],Relation
거래가 종결된다.,대상회사에 대한 경영권과 통제권이 매수인에게 이전된다.,동시에,[],[],Relation
대상회사에 대한 경영권과 통제권이 매수인에게 이전된다.,대상회사,is participated by,[],[],Relation
대상회사에 대한 경영권과 통제권이 매수인에게 이전된다.,매수인,is participated by,[],[],Relation
일방,상대방,거래종결을 거부하다,[],[],Relation
상대방,일방,계약을 해제하다,[],[],Relation
상대방,일방,손해배상을 청구하다,[],[],Relation
일방이 정당한 사유 없이 거래종결을 거부한다.,상대방은 계약을 해제할 수 있다.,이후,[],[],Relation
일방이 정당한 사유 없이 거래종결을 거부한다.,상대방은 손해배상을 청구할 수 있다.,이후,[],[],Relation
일방이 정당한 사유 없이 거래종결을 거부한다.,상대방은 계약을 해제하고 손해배상을 청구할 수 있다.,때문에,[],[],Relation
상대방은 계약을 해제한다.,상대방은 손해배상을 청구할 수 있다.,동시에,[],[],Relation
일방이 정당한 사유 없이 거래종결을 거부한다.,일방,is participated by,[],[],Relation
상대방이 계약을 해제한다.,상대방,is participated by,[],[],Relation
상대방이 계약을 해제한다.,계약,is participated by,[],[],Relation
상대방이 손해배상을 청구한다.,상대방,is participated by,[],[],Relation
상대방이 손해배상을 청구한다.,손해배상,is participated by,[],[],Relation
각 당사자,자신을 위한 거래종결 전제조건,포기할 수 있다,[],[],Relation
각 당사자는 자신을 위한 거래종결 전제조건을 포기할 수 있다.,거래종결 전제조건이 더 이상 적용되지 않는다.,이후,[],[],Relation
각 당사자는 자신을 위한 거래종결 전제조건을 포기할 수 있다.,각 당사자,is participated by,[],[],Relation
각 당사자는 자신을 위한 거래종결 전제조건을 포기할 수 있다.,거래종결 전제조건,is participated by,[],[],Relation
당사자,행정적 사항,협력한다,[],[],Relation
행정적 사항,거래종결 후,발생한다,[],[],Relation
거래가 종결된다.,행정적 사항이 발생한다.,이후,[],[],Relation
행정적 사항이 발생한다.,양 당사자가 상호 협력한다.,결과로,[],[],Relation
양 당사자는 거래종결 후 발생하는 행정적 사항에 대해 협력한다.,양 당사자,is participated by,[],[],Relation
하자,제15조의 확인실사,발견된다,[],[],Relation
하자,독립된 제3자 전문기관,검증된다,[],[],Relation
검증 기관,양 당사자 합의,선정된다,[],[],Relation
대한상사중재원,검증 기관,지정한다,[],[],Relation
검증 절차,통상 15영업일,소요된다,[],[],Relation
검증 절차,30영업일,연장될 수 있다,[],[],Relation
하자,매도인,확인된 경우 검증 비용을 부담한다,[],[],Relation
하자,매수인,확인되지 않은 경우 검증 비용을 부담한다,[],[],Relation
제15조의 확인실사에서 하자가 발견된다.,독립된 제3자 전문기관의 검증을 거친다.,이후,[],[],Relation
양 당사자가 검증 기관 선정에 합의하지 못한다.,대한상사중재원이 검증 기관을 지정한다.,결과로,[],[],Relation
검증 절차가 복잡한 사안이다.,검증 절차가 30영업일까지 연장될 수 있다.,결과로,[],[],Relation
하자가 확인된다.,검증 비용을 매도인이 부담한다.,결과로,[],[],Relation
하자가 확인되지 않는다.,검증 비용을 매수인이 부담한다.,결과로,[],[],Relation
제15조의 확인실사에서 발견된 하자는 독립된 제3자 전문기관의 검증을 거친다.,제15조의 확인실사,is participated by,[],[],Relation
제15조의 확인실사에서 발견된 하자는 독립된 제3자 전문기관의 검증을 거친다.,하자,is participated by,[],[],Relation
제15조의 확인실사에서 발견된 하자는 독립된 제3자 전문기관의 검증을 거친다.,독립된 제3자 전문기관,is participated by,[],[],Relation
검증 기관은 양 당사자가 합의하여 선정한다.,검증 기관,is participated by,[],[],Relation
검증 기관은 양 당사자가 합의하여 선정한다.,양 당사자,is participated by,[],[],Relation
합의가 없을 경우 대한상사중재원이 검증 기관을 지정한다.,대한상사중재원,is participated by,[],[],Relation
합의가 없을 경우 대한상사중재원이 검증 기관을 지정한다.,검증 기관,is participated by,[],[],Relation
검증 절차는 통상 15영업일이 소요된다.,검증 절차,is participated by,[],[],Relation
복잡한 사안의 경우 검증 절차가 30영업일까지 연장될 수 있다.,복잡한 사안,is participated by,[],[],Relation
복잡한 사안의 경우 검증 절차가 30영업일까지 연장될 수 있다.,검증 절차,is participated by,[],[],Relation
하자가 확인된 경우 검증 비용은 매도인이 부담한다.,하자,is participated by,[],[],Relation
하자가 확인된 경우 검증 비용은 매도인이 부담한다.,검증 비용,is participated by,[],[],Relation
하자가 확인된 경우 검증 비용은 매도인이 부담한다.,매도인,is participated by,[],[],Relation
하자가 확인되지 않은 경우 검증 비용은 매수인이 부담한다.,하자,is participated by,[],[],Relation
하자가 확인되지 않은 경우 검증 비용은 매수인이 부담한다.,검증 비용,is participated by,[],[],Relation
하자가 확인되지 않은 경우 검증 비용은 매수인이 부담한다.,매수인,is participated by,[],[],Relation
매도인,매매대금 수령 계좌 정보,통지한다,[],[],Relation
매도인,거래종결 5영업일 전까지,통지 시한,[],[],Relation
매도인은 거래종결 5영업일 전까지 매매대금 수령 계좌 정보를 통지한다.,거래가 종결된다.,이전,[],[],Relation
매도인은 매매대금 수령 계좌 정보를 통지한다.,매도인,is participated by,[],[],Relation
양도소득세,매도인,부담한다,[],[],Relation
취득세,매수인,부담한다,[],[],Relation
거래가 발생한다.,양도소득세는 매도인이 부담한다.,이후,[],[],Relation
거래가 발생한다.,취득세는 매수인이 부담한다.,이후,[],[],Relation
양도소득세는 매도인이 부담한다.,양도소득세,is participated by,[],[],Relation
양도소득세는 매도인이 부담한다.,매도인,is participated by,[],[],Relation
취득세는 매수인이 부담한다.,취득세,is participated by,[],[],Relation
취득세는 매수인이 부담한다.,매수인,is participated by,[],[],Relation
양 당사자,관련 등기 절차,협력한다,[],[],Relation
필요한 경우가 발생한다.,양 당사자는 관련 등기 절차에 협력한다.,이후,[],[],Relation
필요한 경우가 발생한다.,양 당사자는 관련 등기 절차에 협력한다.,때문에,[],[],Relation
양 당사자가 필요한 경우 관련 등기 절차에 협력한다.,양 당사자,is participated by,[],[],Relation
